,,,,,,,,State
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
CO,80110,ENGLEWOOD,0.029000,0.077500,0.002500,0.035000,0.011000,5
CO,80111,GREENWOOD VILLAGE,0.029000,0.072500,0.002500,0.030000,0.011000,6
CO,80112,CENTENNIAL,0.029000,0.067500,0.002500,0.025000,0.011000,6
CO,80113,ENGLEWOOD,0.029000,0.077500,0.002500,0.035000,0.011000,3
CO,80116,DOUGLAS COUNTY / CD,0.029000,0.040000,0.010000,0,0.001000,1
CO,80117,ELBERT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80118,DOUGLAS COUNTY / CD,0.029000,0.040000,0.010000,0,0.001000,1
CO,80120,LITTLETON (ARAPAHOE CO),0.029000,0.072500,0.002500,0.030000,0.011000,3
CO,80121,CENTENNIAL,0.029000,0.067500,0.002500,0.025000,0.011000,8
CO,80122,CENTENNIAL,0.029000,0.067500,0.002500,0.025000,0.011000,4
CO,80123,DENVER,0.029000,0.083100,0,0.043100,0.011000,10
CO,80124,LONE TREE,0.029000,0.068125,0.010000,0.018125,0.011000,5
CO,80125,DOUGLAS COUNTY / CD,0.029000,0.040000,0.010000,0,0.001000,4
CO,80126,HIGHLANDS RANCH,0.029000,0.050000,0.010000,0.000000,0.011000,4
CO,80127,JEFFERSON CO S E LID,0.029000,0.050000,0.005000,0,0.016000,5
CO,80128,JEFFERSON CO S E LID,0.029000,0.050000,0.005000,0,0.016000,3
CO,80129,HIGHLANDS RANCH,0.029000,0.050000,0.010000,0.000000,0.011000,4
CO,80130,HIGHLANDS RANCH,0.029000,0.050000,0.010000,0.000000,0.011000,4
CO,80131,DOUGLAS COUNTY / CD,0.029000,0.040000,0.010000,0,0.001000,1
CO,80132,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80133,PALMER LAKE,0.029000,0.071300,0.012300,0.030000,0,1
CO,80134,DOUGLAS CO REMAINDER,0.029000,0.050000,0.010000,0,0.011000,3
CO,80135,DOUGLAS COUNTY / CD,0.029000,0.040000,0.010000,0,0.001000,2
CO,80136,ADAMS CO REMAINDER CULTUR,0.029000,0.037500,0.007500,0,0.001000,1
CO,80137,ADAMS CO REMAINDER CULTUR,0.029000,0.037500,0.007500,0,0.001000,1
CO,80138,PARKER,0.029000,0.080000,0.010000,0.030000,0.011000,1
CO,80150,ENGLEWOOD,0.029000,0.077500,0.002500,0.035000,0.011000,2
CO,80151,ENGLEWOOD,0.029000,0.077500,0.002500,0.035000,0.011000,1
CO,80155,CENTENNIAL,0.029000,0.067500,0.002500,0.025000,0.011000,2
CO,80160,LITTLETON (ARAPAHOE CO),0.029000,0.072500,0.002500,0.030000,0.011000,3
CO,80161,LITTLETON (ARAPAHOE CO),0.029000,0.072500,0.002500,0.030000,0.011000,4
CO,80162,JEFFERSON CO S E LID,0.029000,0.050000,0.005000,0,0.016000,3
CO,80163,HIGHLANDS RANCH,0.029000,0.050000,0.010000,0.000000,0.011000,4
CO,80165,LITTLETON (ARAPAHOE CO),0.029000,0.072500,0.002500,0.030000,0.011000,3
CO,80166,LITTLETON (ARAPAHOE CO),0.029000,0.072500,0.002500,0.030000,0.011000,3
CO,80201,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80202,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80203,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80204,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80205,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80206,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80207,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80208,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80209,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80210,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80211,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80212,DENVER,0.029000,0.083100,0,0.043100,0.011000,3
CO,80214,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,5
CO,80215,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,4
CO,80216,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80217,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80218,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80219,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80220,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80221,ADAMS CO REMAINDER,0.029000,0.047500,0.007500,0,0.011000,8
CO,80222,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80223,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80224,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80225,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,3
CO,80226,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,3
CO,80227,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,3
CO,80228,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,3
CO,80229,THORNTON,0.029000,0.085000,0.007500,0.037500,0.011000,5
CO,80230,DENVER,0.029000,0.083100,0,0.043100,0.011000,3
CO,80231,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80232,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,3
CO,80233,NORTHGLENN (ADAMS CO),0.029000,0.087500,0.007500,0.040000,0.011000,6
CO,80234,WESTMINSTER (ADAMS CO),0.029000,0.086000,0.007500,0.038500,0.011000,10
CO,80235,LAKEWOOD,0.029000,0.075000,0.005000,0.030000,0.011000,3
CO,80236,DENVER,0.029000,0.083100,0,0.043100,0.011000,4
CO,80237,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80238,DENVER,0.029000,0.083100,0,0.043100,0.011000,2
CO,80239,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80241,THORNTON,0.029000,0.085000,0.007500,0.037500,0.011000,8
CO,80243,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80246,GLENDALE,0.029000,0.080000,0.002500,0.037500,0.011000,2
CO,80247,DENVER,0.029000,0.083100,0,0.043100,0.011000,4
CO,80248,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80249,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80250,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80251,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80256,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80257,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80259,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80260,FEDERAL HEIGHTS,0.029000,0.087500,0.007500,0.040000,0.011000,8
CO,80261,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80263,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80264,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80265,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80266,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80271,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80273,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80274,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80281,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80290,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80291,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80293,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80294,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80295,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80299,DENVER,0.029000,0.083100,0,0.043100,0.011000,1
CO,80301,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80302,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80303,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80304,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80305,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80306,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80307,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80308,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80309,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80310,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80314,BOULDER,0.029000,0.088450,0.009850,0.038600,0.011000,1
CO,80401,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,4
CO,80402,GOLDEN,0.029000,0.075000,0.005000,0.030000,0.011000,1
CO,80403,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,4
CO,80419,GOLDEN,0.029000,0.075000,0.005000,0.030000,0.011000,1
CO,80420,ALMA,0.029000,0.079000,0.010000,0.030000,0.010000,1
CO,80421,PARK COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80422,GILPIN COUNTY,0.029000,0.029000,0.000000,0,0,3
CO,80423,EAGLE COUNTY,0.029000,0.044000,0.010000,0,0.005000,1
CO,80424,BRECKENRIDGE,0.029000,0.088750,0.020000,0.025000,0.014750,2
CO,80425,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80426,EAGLE COUNTY,0.029000,0.044000,0.010000,0,0.005000,1
CO,80427,CENTRAL,0.029000,0.089000,0.000000,0.060000,0,1
CO,80428,ROUTT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80429,LAKE COUNTY,0.029000,0.069000,0.040000,0,0,1
CO,80430,JACKSON COUNTY,0.029000,0.069000,0.040000,0,0,1
CO,80432,FAIRPLAY,0.029000,0.089000,0.010000,0.040000,0.010000,2
CO,80433,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,3
CO,80434,JACKSON COUNTY,0.029000,0.069000,0.040000,0,0,1
CO,80435,SUMMIT COUNTY,0.029000,0.063750,0.020000,0,0.014750,2
CO,80436,CLEAR CREEK COUNTY,0.029000,0.045500,0.016500,0,0,1
CO,80437,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80438,EMPIRE,0.029000,0.095500,0.016500,0.050000,0,1
CO,80439,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,2
CO,80440,PARK CO SOUTH PARK HSD,0.029000,0.049000,0.010000,0,0.010000,1
CO,80442,FRASER,0.029000,0.092000,0.013000,0.050000,0,1
CO,80443,FRISCO,0.029000,0.083750,0.020000,0.020000,0.014750,1
CO,80444,GEORGETOWN,0.029000,0.090500,0.016500,0.045000,0,1
CO,80446,GRANBY,0.029000,0.082000,0.013000,0.040000,0,2
CO,80447,GRAND COUNTY,0.029000,0.042000,0.013000,0,0,1
CO,80448,PARK COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80449,PARK CO SOUTH PARK HSD,0.029000,0.049000,0.010000,0,0.010000,1
CO,80451,HOT SULPHUR SPGS,0.029000,0.082000,0.013000,0.040000,0,1
CO,80452,CLEAR CREEK COUNTY,0.029000,0.045500,0.016500,0,0,1
CO,80453,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80454,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80455,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80456,PARK CO SOUTH PARK HSD,0.029000,0.049000,0.010000,0,0.010000,3
CO,80457,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80459,GRAND COUNTY,0.029000,0.042000,0.013000,0,0,1
CO,80461,LAKE COUNTY,0.029000,0.069000,0.040000,0,0,1
CO,80463,EAGLE COUNTY,0.029000,0.044000,0.010000,0,0.005000,1
CO,80465,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80466,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80467,ROUTT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80468,GRAND COUNTY,0.029000,0.042000,0.013000,0,0,1
CO,80469,ROUTT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80470,JEFFERSON CO REMAINDER,0.029000,0.045000,0.005000,0,0.011000,1
CO,80471,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80473,JACKSON COUNTY,0.029000,0.069000,0.040000,0,0,1
CO,80474,GILPIN COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80475,PARK COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80476,SILVER PLUME,0.029000,0.075500,0.016500,0.030000,0,1
CO,80477,STEAMBOAT SPRINGS,0.029000,0.084000,0.010000,0.045000,0,2
CO,80478,GRAND COUNTY,0.029000,0.042000,0.013000,0,0,1
CO,80479,ROUTT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80480,JACKSON COUNTY,0.029000,0.069000,0.040000,0,0,1
CO,80481,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80482,WINTER PARK,0.029000,0.112000,0.013000,0.070000,0,1
CO,80483,YAMPA,0.029000,0.059000,0.010000,0.020000,0,1
CO,80487,STEAMBOAT SPRINGS,0.029000,0.084000,0.010000,0.045000,0,2
CO,80488,STEAMBOAT SPRINGS,0.029000,0.084000,0.010000,0.045000,0,2
CO,80497,SILVERTHORNE,0.029000,0.083750,0.020000,0.020000,0.014750,1
CO,80498,SILVERTHORNE,0.029000,0.083750,0.020000,0.020000,0.014750,2
CO,80501,LONGMONT,0.029000,0.085150,0.009850,0.035300,0.011000,2
CO,80502,LONGMONT,0.029000,0.085150,0.009850,0.035300,0.011000,2
CO,80503,LONGMONT,0.029000,0.085150,0.009850,0.035300,0.011000,3
CO,80504,LONGMONT,0.029000,0.085150,0.009850,0.035300,0.011000,6
CO,80510,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80511,ESTES PARK,0.029000,0.087000,0.008000,0.050000,0,1
CO,80512,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80513,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80514,DACONO,0.029000,0.059000,0.000000,0.030000,0,3
CO,80515,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,3
CO,80516,ERIE (WELD CO),0.029000,0.074000,0.000000,0.035000,0.010000,3
CO,80517,ESTES PARK,0.029000,0.087000,0.008000,0.050000,0,2
CO,80520,FIRESTONE,0.029000,0.065000,0.000000,0.036000,0,1
CO,80521,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80522,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80523,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80524,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,3
CO,80525,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80526,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80527,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80528,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,4
CO,80530,FREDERICK,0.029000,0.054000,0.000000,0.025000,0,2
CO,80532,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80533,BOULDER CO REMAINDER,0.029000,0.049850,0.009850,0,0.011000,1
CO,80534,JOHNSTOWN,0.029000,0.059000,0.000000,0.030000,0,3
CO,80535,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80536,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,2
CO,80537,LOVELAND,0.029000,0.067000,0.008000,0.030000,0,2
CO,80538,LOVELAND,0.029000,0.067000,0.008000,0.030000,0,2
CO,80539,LOVELAND,0.029000,0.067000,0.008000,0.030000,0,2
CO,80540,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80541,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80542,MEAD,0.029000,0.049000,0.000000,0.020000,0,1
CO,80543,MILLIKEN,0.029000,0.054000,0.000000,0.025000,0,1
CO,80544,BOULDER CO NIWOT LID,0.029000,0.059850,0.009850,0,0.021000,2
CO,80545,LARIMER COUNTY,0.029000,0.037000,0.008000,0,0,1
CO,80546,SEVERANCE,0.029000,0.059000,0.000000,0.030000,0,2
CO,80547,TIMNATH,0.029000,0.067000,0.008000,0.030000,0,1
CO,80549,WELLINGTON,0.029000,0.067000,0.008000,0.030000,0,1
CO,80550,WINDSOR,0.029000,0.068500,0.000000,0.039500,0,3
CO,80551,WINDSOR,0.029000,0.068500,0.000000,0.039500,0,2
CO,80553,FORT COLLINS,0.029000,0.075500,0.008000,0.038500,0,1
CO,80601,BRIGHTON (ADAMS CO),0.029000,0.085000,0.007500,0.037500,0.011000,4
CO,80602,THORNTON,0.029000,0.085000,0.007500,0.037500,0.011000,4
CO,80603,ADAMS CO REMAINDER,0.029000,0.047500,0.007500,0,0.011000,3
CO,80610,WELD COUNTY,0.029000,0.029000,0.000000,0,0,3
CO,80611,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80612,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80614,THORNTON,0.029000,0.085000,0.007500,0.037500,0.011000,1
CO,80615,EATON,0.029000,0.059000,0.000000,0.030000,0,3
CO,80620,EVANS,0.029000,0.064000,0.000000,0.035000,0,1
CO,80621,FORT LUPTON,0.029000,0.069000,0.000000,0.040000,0,2
CO,80622,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80623,GILCREST,0.029000,0.069000,0.000000,0.040000,0,1
CO,80624,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80631,GREELEY,0.029000,0.070100,0.000000,0.041100,0,2
CO,80632,GREELEY,0.029000,0.070100,0.000000,0.041100,0,1
CO,80633,GREELEY,0.029000,0.070100,0.000000,0.041100,0,1
CO,80634,GREELEY,0.029000,0.070100,0.000000,0.041100,0,2
CO,80638,GREELEY,0.029000,0.070100,0.000000,0.041100,0,1
CO,80639,GREELEY,0.029000,0.070100,0.000000,0.041100,0,1
CO,80640,COMMERCE,0.029000,0.092500,0.007500,0.045000,0.011000,1
CO,80642,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80643,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80644,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80645,WELD COUNTY,0.029000,0.029000,0.000000,0,0,2
CO,80646,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80648,NUNN,0.029000,0.049000,0.000000,0.020000,0,1
CO,80649,MORGAN COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80650,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80651,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80652,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80653,MORGAN COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80654,MORGAN COUNTY,0.029000,0.029000,0.000000,0,0,2
CO,80701,FORT MORGAN,0.029000,0.069000,0.000000,0.040000,0,1
CO,80705,LOG LANE VILLAGE,0.029000,0.059000,0.000000,0.030000,0,2
CO,80720,AKRON,0.029000,0.069000,0.015000,0.025000,0,1
CO,80721,PHILLIPS COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80722,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80723,BRUSH,0.029000,0.069000,0.000000,0.040000,0,1
CO,80726,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80727,YUMA COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80728,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80729,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80731,HAXTUN,0.029000,0.074000,0.010000,0.035000,0,1
CO,80732,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80733,HILLROSE,0.029000,0.029000,0.000000,0.000000,0,1
CO,80734,HOLYOKE,0.029000,0.054000,0.010000,0.015000,0,1
CO,80735,YUMA COUNTY,0.029000,0.029000,0.000000,0,0,2
CO,80736,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80737,JULESBURG,0.029000,0.059000,0.020000,0.010000,0,1
CO,80740,WASHINGTON COUNTY,0.029000,0.044000,0.015000,0,0,1
CO,80741,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,2
CO,80742,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80743,WASHINGTON COUNTY,0.029000,0.044000,0.015000,0,0,1
CO,80744,SEDGWICK COUNTY,0.029000,0.049000,0.020000,0,0,1
CO,80745,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80746,PAOLI,0.029000,0.039000,0.010000,0.000000,0,2
CO,80747,LOGAN COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80749,SEDGWICK COUNTY,0.029000,0.049000,0.020000,0,0,1
CO,80750,MORGAN COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80751,STERLING,0.029000,0.070000,0.010000,0.030000,0.001000,1
CO,80754,WELD COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80755,YUMA COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80757,WASHINGTON COUNTY,0.029000,0.044000,0.015000,0,0,2
CO,80758,WRAY,0.029000,0.054000,0.000000,0.025000,0,2
CO,80759,YUMA,0.029000,0.059000,0.000000,0.030000,0,1
CO,80801,WASHINGTON COUNTY,0.029000,0.044000,0.015000,0,0,2
CO,80802,CHEYENNE COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80804,ARRIBA,0.029000,0.049000,0.020000,0.000000,0,1
CO,80805,KIT CARSON COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80807,BURLINGTON,0.029000,0.049000,0.000000,0.020000,0,1
CO,80808,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80809,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80810,CHEYENNE WELLS,0.029000,0.049000,0.000000,0.020000,0,1
CO,80812,WASHINGTON COUNTY,0.029000,0.044000,0.015000,0,0,1
CO,80813,TELLER COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80814,TELLER COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80815,FLAGLER,0.029000,0.049000,0.000000,0.020000,0,1
CO,80816,TELLER COUNTY,0.029000,0.039000,0.010000,0,0,2
CO,80817,FOUNTAIN,0.029000,0.078800,0.012300,0.037500,0,1
CO,80818,LINCOLN COUNTY,0.029000,0.049000,0.020000,0,0,2
CO,80819,GREEN MTN FALLS (EL PASO CO),0.029000,0.081300,0.012300,0.030000,0.010000,2
CO,80820,PARK COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80821,LINCOLN COUNTY,0.029000,0.049000,0.020000,0,0,3
CO,80822,YUMA COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80823,LINCOLN COUNTY,0.029000,0.049000,0.020000,0,0,1
CO,80824,YUMA COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80825,CHEYENNE COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80826,LINCOLN COUNTY,0.029000,0.049000,0.020000,0,0,1
CO,80827,PARK COUNTY,0.029000,0.039000,0.010000,0,0,2
CO,80828,LIMON,0.029000,0.069000,0.020000,0.020000,0,1
CO,80829,MANITOU SPRINGS,0.029000,0.087300,0.012300,0.036000,0.010000,2
CO,80830,ELBERT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80831,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80832,ELBERT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80833,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,1
CO,80834,KIT CARSON COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80835,ELBERT COUNTY,0.029000,0.039000,0.010000,0,0,1
CO,80836,KIT CARSON COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80840,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,1
CO,80841,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,1
CO,80860,VICTOR,0.029000,0.069000,0.010000,0.030000,0,3
CO,80861,KIT CARSON COUNTY,0.029000,0.029000,0.000000,0,0,1
CO,80862,CHEYENNE COUNTY,0.029000,0.029000,0.000000,0,0,2
CO,80863,WOODLAND PARK,0.029000,0.079900,0.010000,0.040900,0,3
CO,80864,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,3
CO,80866,WOODLAND PARK,0.029000,0.079900,0.010000,0.040900,0,1
CO,80901,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80902,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80903,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80904,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80905,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80906,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,2
CO,80907,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80908,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80909,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80910,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80911,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,3
CO,80912,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,1
CO,80913,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80914,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,2
CO,80915,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80916,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80917,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80918,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80919,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,2
CO,80920,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80921,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,1
CO,80922,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,2
CO,80923,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,2
CO,80924,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,1
CO,80925,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,2
CO,80926,EL PASO COUNTY / RTA,0.029000,0.051300,0.012300,0,0.010000,1
CO,80927,COLORADO SPRINGS,0.029000,0.082500,0.012300,0.031200,0.010000,2
